recent,Title,initial
"2014","The relationship between the range and basis of a subspace","2014"
"2016","Proving the Linearity of the Orthogonal Projection function","2016"
"2014","Prove $T$ is a linear transformation and find $\ker T$ and $\mathrm{im} T$","2014"
"2013","Block Matrices and Matrix multiplication","2013"
"2016","Transpose Operator is diagonalizable?","2014"
"2013","Finding the rank of a linear transformation","2013"
"2013","A good strategy to find a Schur decomposition for a rank 1 matrix.","2013"
"2012","Show that $\{f_1,f_2\}$ is a basis for $V^*$, and find the basis for the dual and find the basis for $V^{**}$ that is $\{f_1,f_2\}$","2012"
"2016","Matrix exponential, $A^0=I$?","2016"
"2012","Adding vector spaces","2012"
"2012","column/row space of matrix powers","2012"
"2016","Why is my solution to $A^TCAx = f$ different by $7/8$ in my book?","2016"
"2013","Direct Sum of vector subspaces","2013"
"2015","How do I demonstrate the geometric meaning of a $2\times2$ matrix?","2015"
"2013","The function $\langle \cdot , \cdot \rangle_A : \mathbb{R}^n \times \mathbb{R}^n\rightarrow \mathbb{R}: (v,w) \mapsto \langle Av, w\rangle$","2013"
"2014","Theorem 20 Hoffman Kunze Linear Algebra book Section 3.6","2013"
"2012","Prove that $T^2$ is the zero transformation if and only if $range(T) \subseteq \ker(T)$.","2012"
"2012","Finding vector space complements","2012"
"2013","Diagonalizing symmetric 2x2 matrix","2013"
"2013","What is the meaning of this statement? $\{x\in\mathbb R^3 \mid Ax=0\}=\{0\}$","2013"
"2016","Vector subspaces of zero dimension","2016"
"2014","Prove that if $T^3$ = $T^4$, then $T^2 = T$ and there exists a polynomial $f(x) \in P(C)$ such that $T^* = f(T)$","2014"
"2014","Commuting matrices implies upper triangular simultaneously","2014"
"2014","Prove that if $\ker(T) \subseteq \ker(S)$, then $S = kT$ for some $k\in \mathbb{R}$","2014"
"2014","Orthogonally diagonalizing a matrix given a linear mapping, without calculating the original matrix","2014"
"2012","Finding vector subspaces","2012"
"2015","Explanation about the shape of an object of a linear transformation.","2015"
"2015","Proving positive definite of a specific matrix.","2015"
"2013","Could a set of $3$ vectors in $\mathbb{R}^4$ span all of $\mathbb{R}^4$?","2013"
"2015","Prove that the identity matrix applies in 4 x 4 alternate matrix.","2015"
"2014","The set of all bounded elements of a transformation","2014"
"2014","Bounded linear transformation subspace","2014"
"2015","Basis for subspace in $\mathbb{R}^4$","2015"
"2015","Peculiar family of apparently positive semidefinite matrices","2015"
"2014","A question about polynomials as vectors","2014"
"2011","under what conditions the range is contained in a linear combination range?","2011"
"2016","Can anyone help give a clear definition of what is a linear map restricted to a subspace?","2016"
"2014","Given a linear operator $T$, find $I + T + T^2+\dots+T^{2004}$","2013"
"2015","Is the following way to prove $\operatorname{adj}(\operatorname{adj}(A)) = \det(A)^{n-2}\cdot A$ correct?","2015"
"2013","Abstract linear algebra question","2012"
"2013","characteristic roots of a matrix","2013"
"2015","Two lines in $\mathbb R^{3}$ which contain 0 when summed make a proper subspace","2015"
"2016","Gram Schmidt, show that two vectors are perpendicular","2016"
"2014","Let $A$ be a symmetric $n\times n$ matrix and suppose that $A$ is positive definite. Then $a_{jk}\leq$ $\frac 12(a_{jj}+a_{kk})$.","2014"
"2016","Let $4$ and $5$ be the only eigenvalues of $T$. Show $T^2-9T + 20I = 0$ , T is self adjoint.","2016"
"2014","Matrix tranformation, how to","2014"
"2015","Prove that for a quadratic form $Q(x) = x^TAx$, $A$ is symmetric.","2015"
"2013","About scalar products on $\mathbb{R}^n$","2013"
"2016","How can find matrix using cofactor matrix and determinant?","2016"
"2013","Linear Algebra. Is the function one-to-one, onto, invertible?","2013"
"2013","Minimal polynimomial and operator","2013"
"2013","Determine all vector subspaces of the real vector space $\mathbb{R}^2$","2013"
"2015","Linear transformation $T: M_{3\times3}\to M_{3\times3}$ defined by $T(A) = 1/2(A+A^{\top})$. Determine a basis for the kernel of this mapping.","2015"
"2014","How many elements does $\mathbb{Z}_{p^{\alpha}}^*$ have?","2014"
"2014","How can I prove this formula is nonsingular?","2014"
"2015","Using Annihilators and Dual Spaces","2015"
"2016","Do n + 1 vectors, assuming they are not collinear, always span n?","2016"
"2014","Differentiating the Norm of a Matrix Vector Product","2014"
"2016","Diagonalizing a matrix over the field of two elements","2016"
"2016","Exercise: Eigenvalues and corresponding eigenvectors","2016"
"2016","Show that a given Eigenvalue belongs to Matrix without characteristic equation","2016"
"2015","Let $W=\{p(t) \in P_2 | p(-t) = -p(t),$ for all $t \in R\}$","2015"
"2015","Is my proof for an invertible matrix correct?","2015"
"2015","Uniqueness of basis vectors","2015"
"2015","Stuck on a proof for a diagonal matrix?","2015"
"2011","Affine Independence and Linear Independence","2011"
"2011","Change of basis = similarity?","2011"
"2013","Which of these characteristic polynomials imply that the matrix can split?","2013"
"2016","Chapter 2 Sec. 2.6 Hoffman Kunze Linear Algebra exercise 1","2013"
"2015","complementary subspaces/involutory matrix","2015"
"2015","Number of Idempotent matrices.","2015"
"2016","Show a $T:V \to V$ exists such that $T$ maps subspaces to each other, under a few general conditions","2016"
"2016","Orthogonal diagonalisation of a $4\times 4$ matrix","2016"
"2014","Every endomorphims is a linear combination of how many idempotents in infinite dimensions?","2014"
"2015","Unitary matrix and Spherical Symmetry","2015"
"2015","similar matrices-eigenvalues","2015"
"2015","the row space of a 20x50 matrix A has dimension 13.what is the dimension of the space if solutions of Ax=o","2015"
"2014","How do I prove that a matrix is a rotation-matrix?","2014"
"2015","Conceptual question on Schur Theorem","2014"
"2014","isomorphisms of two vector spaces and their duals","2014"
"2015","How to find the inverese of the matrix in modulo 5","2015"
"2016","Does $X((X^TX)^{-1}X^Ty)$ equal $X(X^{-1}y)$?","2016"
"2013","Prove $\exists T\in\mathfrak{L}(V,W)$ s.t. $\text{null}(T)=U$ iff $\text{dim}(U)\geq\text{dim}(V)-\text{dim}(W)$.","2013"
"2013","Simultaneous Linear Equation Problem","2013"
"2016","$Px=q $ doesn't have a solution?","2016"
"2012","Fundamental Set of Complex Solutions","2012"
"2016","Sum of projections?!","2016"
"2012","Adjoint of a matrix","2012"
"2012","The Eigenvalues of a block matrix","2012"
"2016","Existence of $A$ and $B$ such that $A^2-4A+4I=0$, $A+B=\begin{pmatrix} 4 & 1 \\ -3 & 4\end{pmatrix}$ and $AB=$...","2016"
"2016","Non Standard Basis for Polynomials","2016"
"2016","Dimension of Vector Space From Constraints","2016"
"2013","Is the rank of an $n\times n$ Hermitian matrix $k-1$ if all of its principal minors of degree $k$ are zero?","2013"
"2016","Are any of these in the kernel?","2016"
"2012","Gaussian Elimination and Matrix question","2012"
"2012","Some questions about similar matrices and linear operators","2012"
"2013","Gradiant of XAY with respect to A","2013"
"2015","Connection between invertible matrix and eigenvalues","2015"
"2014","Linear map $T^2 = -I$. What does it mean?","2014"
"2014","Why is this formula positive definite?","2014"
"2014","Is the finite dimension required in this proof?","2013"
"2014","$AB$ is not invertible","2013"
"2016","Why do we need ""basis"" in linear algebra?","2016"
"2014","A question about the proof of ""a symmetric matrix has real eigenvalues"".","2014"
"2014","A question about Artin's proof of the spectral theorem.","2014"
"2016","$V=W_1\oplus W_2$ is $T$-cyclic if $W_1, W_2$ are $T$-cyclic with minimal polynomials relatively prime","2016"
"2014","Cauchy-Schwarz Inequality and Linear Dependence","2012"
"2012","Orthogonality of row space and null space","2012"
"2012","Need help showing the following defines an inner product","2012"
"2012","Find values for $a$, $b$, $c$ that make this linear system solvable?","2012"
"2013","Question about linear transformation and kernel","2013"
"2013","$(x_1y_2 - x_2y_1)$: area or displacement?","2013"
"2014","Solution of system of three variables","2014"
"2013","How do I determine whether the columns of the matrix can be a basis for R^5?","2013"
"2013","If $A$ is a singular matrix, then there is a matrix $B\neq 0$, so that $AB=0$","2013"
"2014","$XD = DX$ then $X$ is diagonal","2014"
"2015","Consider the set$B=\{x^2+1,2x^2+x-1,x^2+x,2x^2+x+1\}$","2015"
"2016","Can a vector in a dependent set be expressed as a linear combination of the other vectors in an infinite amount of ways?","2016"
"2014","How to calculate the cost of Cholesky decomposition?","2012"
"2016","A question on conditions of linear independence","2016"
"2011","Jordan Form of a Linear Transformation","2011"
"2016","Null Space of a matrix as the span of certain vectors","2016"
"2016","What is the meaning of subtracting from the identity matrix?","2016"
"2016","Determine whether linear transformation T is one-to one and onto given matrix A representing T","2016"
"2015","Finding the dimension of the orthogonal complement","2015"
"2015","About two systems of linear equations defining the same linear subspace","2015"
"2011","What are applications of Frobenius inequality?","2011"
"2015","Bounded linear operators and inner product spaces","2014"
"2014","Bounded Linear Operators","2014"
"2014","Show $V \times \{0\}$ is a subspace of $V \times W$","2014"
"2013","Number of bases of an n-dimensional vector space over q-element field.","2013"
"2015","Are vectors $e_i$ linearly independent if and only if the matrix $A$ is nonsingular?","2015"
"2014","Prove that if three vectors in $\mathbb{R}^n$ span $\mathbb{R}^n$ then these other ones do aswell","2014"
"2016","For $f : V \to V$ a nilpotent endomorphism, with minimal polynomial $x^m$. Why $f^{m-1}(V) \subset ker(f)$?","2013"
"2013","vector space axioms imply this?","2013"
"2016","Non-trivial Commuting matrices","2016"
"2014","Linear operators and matrices","2014"
"2014","Finding a basis for set of vectors (columns/rows)","2014"
"2014","Prove that Orthogonal Set Is Linearly Independent","2014"
"2013","Rank-Nullity Theorem Doubt","2013"
"2013","Smallest and largest values of $\|\vec{v}-\vec{w}\|$","2013"
"2013","Linear Independence of functions represented as column vectors","2013"
"2014","Existence of a ball passing through points in the interior of a given ball .","2014"
"2014","Given a Matrix that is Invertible What Does this Tell you About the Dimension of the Null Space?","2014"
"2013","Minpoly,Directsum of vector spaces","2013"
"2015","A Linear Operator of Rank 1","2015"
"2013","For any linearly independent vectors, there exists a homogeneous linear equation system with those vectors as a basic solution system","2013"
"2016","Relationship between properties of linear transformations algebraically and visually","2016"
"2016","Why can't a set of vectors span R^3 if the vectors are in the same plane?","2016"
"2016","Properties of wedge product","2016"
"2011","Dimension of the range of $T$ is equal to the codimension of $\ker T$","2011"
"2013","Least Square Solutions","2012"
"2013","If 8 workers finish the work for 12 days, for how many days the same work will be finished from 4 workers?","2013"
"2015","A relation preventing from being an automorphism.","2015"
"2011","Is there a geometric proof that the determinant of a 3x3 matrix is invariant under switching rows and columns?","2011"
"2015","Are there more Singular or non-singular matrix? And does non-singular infer linear independent?","2015"
"2015","Find nullity of a linear map given some information on the composition of this map with itself 4 times.","2015"
"2011","Determining whether the matrix $A$ is diagonalizable depending on which field $K$ the matrix is over","2011"
"2011","The exponential of a real matrix","2011"
"2014","Solve for $X$ in $Y = X^TAX$.","2013"
"2014","If $\operatorname{rank}(A)=n$ then $\operatorname{rank}(AB)=\operatorname{rank}(B)$","2014"
"2014","Adjugate Matrix properties","2012"
"2012","Invariant subspaces","2012"
"2015","Dimension of the space of symmetric traceless matrices","2012"
"2012","Linear Algebra Confusion","2012"
"2015","Polar Decomposition for Symplectic Matrices","2012"
"2013","a basic quetion in positive definite matrix","2013"
"2015","Non-commuting operators and dimension","2015"
"2015","Prove that there exists an orthogonal linear operator T on V such that $T\alpha_i=\beta_i$.","2015"
"2013","How to find Basis of vector space of real $n \times n$ matrices","2013"
"2015","Uniqueness of Stabilized Planes in $SO(n)$ ($n$ odd)?","2013"
"2015","How can an engineer make use of commutative diagram?","2015"
"2016","Show that Then $B'$ is a basis $\iff $ the matrix $P = \{[v'_{1B}],\ldots,[v_{nB}]\}$ (The $B$ coordinates of $B'$ vectors) is invertible","2016"
"2016","Linear algebra math question","2016"
"2014","Question describing the span of 3 vectors using a single equation of a plane","2014"
"2014","Dimensionality of a subspace described by equations","2014"
"2011","Let $A_1,A_2,R_1,R_2$ be $m\times n$ matrices. Is the following true always?","2011"
"2012","How to show a transformation maps the basis of monomials to a set of polynomials.","2012"
"2012","Find a $4\times 4$ matrix $A$ where $A\neq I$ and $A^2 \neq I$, but $A^3 = I$.","2012"
"2013","Prove that $|A+B|/|A|=|X^TA^{-1}X||X^TAX|$ when $A$ is positive definite, $B=XX^TA-AXX^T$, and $X^TX=1$.","2013"
"2014","True/False Justifications regarding Linear Systems","2014"
"2015","If $N$ is nilpotent then there exists $A$ such that $A^2=I+N$","2015"
"2015","Is a matrix similar to its RREF?","2015"
"2014","Is there a $B\in O(n-1)$ such that $A \cdot \pmatrix{\pm1& 0 \\\ 0& B} = A'$?","2014"
"2014","Need explanation of fact about characteristic polynomial","2014"
"2013","Range A = range A^tA","2013"
"2014","Let $u_1 = (a,1,-1)$, $u_2 = (-1,a,1)$, $u_3 = (1,-1,a)$. For what values of a are $u_1, u_2, u_3$ linearly independent?","2014"
"2013","True of False :A liner combination of (root irrational number) $a^b$ $(a \in Q_+ b \in Q) $ is a irrational number?","2013"
"2016","Algebraic multiplicity of the eigenvalue $1$ in a positive Markov matrix is equal to $1$","2016"
"2012","Resultant of two polynomials","2012"
"2015","If $A \in SO(n)$ with eigenvector $v$, $\lambda \notin \mathbb{R}$, then $|v + \bar{v}|$ = $|i(v - \bar{v})|$.","2013"
"2016","Self-adjoint operators and positive","2016"
"2015","If $A$ and $B$ are normal such that $AB=0$, does it follows that $BA=0$?","2015"
"2012","If Same Rank, Same Null Spaces?","2012"
"2016","Given $ [ h_1 \, h_2 \, h_3 ] = \lambda A [ r_1 \, r_2 \, t] $, prove that $h_1^TA^{-T}A^{-1}h_2 = 0$","2016"
"2014","Is there any meaning to this problem?","2014"
"2011","Proof that the unit-vector $x$ that minimizes the $2$-norm of  $Ax$ is one of the right singular vectors","2011"
"2016","How do I 'scale' a path?","2016"
"2016","Linear space, two subspaces, conclusions.","2016"
"2016","Polynomial with real coefficients, degree $8$, $8$ pairwise distinct complex roots. Conclusions.","2016"
"2016","Linear spaces and linear transformation between them. Conclusions.","2016"
"2015","Showing an equation has one positive root","2015"
"2016","What is the 'exact' difference between linear and non-linear equation?","2016"
"2015","Point to plane distance formula issues","2015"
"2015","$AB$ is singular $\Leftrightarrow $ $A$ or $B$ is singular","2015"
"2013","If $T :R^7\to R^7$ be a linear transformation such that $T^2(x)=0$ what is the nullity of T?","2013"
"2013","A problem on the number of distinct $1$-dimensional subspaces of $V$ is","2013"
"2016","Vectors and matrix as differential varaiables","2016"
"2012","Prove that $ann(W)$ is a subspace of $V$ and $W$ is $T$-invariant iff $ann(W)$ is $T^t$-invariant.","2012"
"2013","Does countable intersection of linear subspaces with finite codimensions have countable codimension?","2013"
"2016","Does a scalar represent a linear map?","2016"
"2016","Find the radix of $32+3=35$","2016"
"2014","Algebraic question","2014"
"2012","The Image of T = Column Space of A","2012"
"2011","An inequality on a matrix involving a norm and the eigenvalues","2011"
"2016","how can I interpret SVD singular vectors?","2016"
"2012","Find a nonzero matrix, so that when it is multiplied by another nonzero matrix, the zero matrix is the result.","2012"
"2016","Finding eigenvalues of matrix.","2016"
"2016","Do you doubt the dimension of these spaces?","2016"
"2016","Condition for solution of linear system","2016"
"2015","Can anyone give me $k$ projection maps $P_i:V \to V$ ;$i=1,...,k$ such that $\sum_{i=1}^k Im(P_i)$ is not a direct sum but $\sum_{i=1}^k P_i=Id$.","2015"
"2014","Determine Whether The Equation Is Linear In $x_1, x_2, $ And $x_3$","2014"
"2014","$Ax=b$ what does solving it mean?","2014"
"2012","A question on diagonalization of a linear operator","2012"
"2015","Finding a basis for the nullspace","2015"
"2015","Properties of the inverse of an upper triangular matrix","2015"
"2014","How to find eigenvalues and eigenspace of a standard matrix","2014"
"2015","How to find all lines with equal distance to two points in 2D space?","2015"
"2015","If $T: R^2 \rightarrow R$ is a linear transformation then","2015"
"2015","Find basis for the eigenspace of the eigenvalue","2015"
"2013","From $xz+yz+xy$ to $\frac{1}{2}(x+y+z)^2 - \frac{1}{2}(x^2 + y^2 + z^2)$","2013"
"2014","$u,v,w\in V\ni \|u\|=\|v\|=\|w\|=2,\langle u,v\rangle=0,\langle u,w\rangle=1,\langle v,w\rangle=-1$","2014"
"2015","Show that if A is self-adjoint and $A^{n}= I$ then $A^{2}=I$","2015"
"2014","T-cyclic subspaces and dimensionality?","2014"
"2014","Solution of tridiagonal system","2014"
"2016","If $A_k$ is the k-rank approximation for an incidence matrix with SVD, is $A_k$ related to the best incidence matrix approximation of $A$?","2016"
"2015","Determine the spectral decomposition of $\frac{d}{dx}\in \mathcal{L}(V)$ in terms of an inner product.","2015"
"2015","Matrices such that $\det(p(A)-p(0))=p(\det A)-p(0)$ for all polynomial $p$","2015"
"2014","Polynomials in Linear Algebra","2014"
"2012","Line parallel to plane but not on the plane?","2012"
"2016","Find a formula for AX=b","2016"
"2016","Cayley-Hamilton Theorem: characteristic polynomial and distinct eigenvalues","2016"
"2016","Similar matrices and the trace","2016"
"2012","Need help with Determining a formula for a Resistance using a linear system for loop currents","2012"
"2016","Matrix of linear operator.","2016"
"2013","A not similar to a triangular matrix over R then A is similar over C to a diagonal matrix.","2013"
"2013","What is the best way to solve for A when det(sI-A) is required to have desired characteristics?","2013"
"2016","T-Annihilator for a vector in $C^3$","2013"
"2013","characterize all matrices $X$ such that $BA = X$ whenever $AB = X$","2013"
"2014","Find a basis for the kernel and a basis for the image of the given linear transformation.","2014"
"2014","Kernel and composition of linear transforms. I don't want to multiply matrices, should be a theorem.","2014"
"2014","How do you find L of LU for this LU factorization?","2014"
"2012","Relationship between column space and image (linear algebra)","2012"
"2012","Proper Orthogonal Matrix","2012"
"2013","What is the difference between Linear Transform and Linear Operator","2013"
"2015","Basic mathematical form: projecting 3D parabola onto 2D plane","2015"
"2015","For what values of $a$ does the set $\{(a,a,1), (1,a,1), (1,2,4)\}$ form a basis for $\Bbb R^3$","2015"
"2016","How do I prove these matrices have the same rank?","2016"
"2015","Definition of characteristic polynomial","2014"
"2011","Relating Linear Independence to Affine Independence","2011"
"2013","Nullspace of a nilpotent matrix $A_1+A_2+\cdots+A_n$ where ${A_i}_{i=1}^n$ are nilpotent matrices.","2013"
"2014","solving a system of 2 equations with 4 variables","2014"
"2012","$kI+E$ is positive definite where $E$ is an orthogonal projection and $k>0$.","2012"
"2012","What's the point of duality?","2012"
"2016","Let $A$ be a matrix, and let $B$ be the result of doing a row operation to $A$. Show that the null space of $A$ is the same as the null space of $B$.","2016"
"2016","help understanding a paragraph from Linear Algebra Done Right","2016"
"2014","$4 \times 3$ matrix, do rows span span $\mathbb{R}^3$ ? do columns span $\mathbb{R}^4$?","2014"
"2012","what is the dimension of the subspace?","2012"
"2014","Let $A$ be a $2 × 2$ matrix with real entries which is not a diagonal matrix and which satisﬁes $A^3 = I$. Pick out the true statements:","2014"
"2016","Vector Algebra Identity with escalar triple product","2016"
"2016","to be unique of orthogonal projector","2016"
"2014","Solve linear algebra expressions","2014"
"2016","Why is solution different for least squares with original matrix and orthogonal matrix?","2016"
"2016","The result is 25 in this system of linear equations, right?","2016"
"2013","How do I show that $ \langle u, v \rangle = \langle u, \lambda u + \mu u \rangle = \langle v, \lambda u + \mu v \rangle$ if $\mu \ne 0 \ne \lambda $?","2013"
"2015","Prove or disprove $g \circ f $ is one-one $\to$ both $f$ and $g$ are one-one","2015"
"2013","show $(V_1 \cap V_3)+(V_2 \cap V_3)=(V_1+V_2)\cap V_3$ if $ V_1 \subset V_3$","2013"
"2013","Normal matrix and eigenvectors","2013"
"2012","How to expand this matrix exponential: $(I-AB^{-1})^{-n}$?","2011"
"2011","Any trick on finding the inverse of this matrix?","2011"
"2014","does there exist a vector space of every dimension?","2014"
"2014","affine transformations","2014"
"2014","Linear operators on the functions $f:\mathbb{R}\rightarrow\mathbb{R}$ that distribute over multiplication","2014"
"2013","which of the following statements is true regarding characteristics polynomials.","2013"
"2015","I cannot find the relation between $(I-A)x=v$ and $((I-A)^2)x=0$.","2015"
"2016","Temperature Problem","2016"
"2015","$A$ is diagonalizable if $A^8+A^2=I$","2015"
"2015","Find a subspace of $\mathbb{R}^4$ for which $x^T*A*x$ = 0","2015"
"2011","Embedding $GL(K^2)$ into $GL(K^n)$","2011"
"2013","Expressing T in terms of its adjoint for T normal","2013"
"2015","Finding a matrix that satisfy a givven inner product","2015"
"2015","Linear Transformation - Bonus Question Set","2015"
"2015","If $T\in\mathcal{L}(V)$ is diagonalizable then $V = \mathrm{null}\; T \oplus \mathrm{range}\; T$","2015"
"2014","a problem on comparison of dimension between two subspace of polynoamial vector space.","2014"
"2014","How prove this $XY=YX$","2014"
"2012","Orthogonal Linear Combinations","2012"
"2012","proof of linearly independent for linear maps","2012"
"2015","rank of power a linear map $f:V\rightarrow V$ of a vector space V","2015"
"2016","How to compute the similarity transformation matrix","2014"
"2016","Identity Operator on Different Bases","2016"
"2013","Find all nonzero matrices $A\in M_2(\Bbb Z_3)$ which are not invertible.","2013"
"2014","Prerequisites for QR decomposition","2014"
"2014","What is the meaning of these summations?","2014"
"2014","showing something is an inner product","2014"
"2016","Does non-symmetric positive definite matrix have positive eigenvalues?","2011"
"2013","Finding a transformation matrix of rotating an axis","2013"
"2013","$B=A(I+F)$ with $\|F\|<1$ implies $\|A^{-1}B\|<1/(1-\|B^{-1}A-I\|)$?","2013"
"2015","Null Space versus Basis of a Null Space","2015"
"2013","I need help constructing a $n\times n$ matrix with determinant $1$ that moves the unit vector $e_{1}=col(1,0,0,..0)$ to a non-zero vector $x$.","2013"
"2014","Dual norm of the k-norm","2014"
"2016","Let $u$ and $v$ be nonzero vectors in $R^n$ such that $Au = u$ and $Av = -v$. Prove $u$ and $v$ are linearly independent.","2016"
"2015","Is there a non-singular matrix with $k$ ones on each row?","2015"
"2015","Finite-dimensional Inner product space, if $A^{2}x=0 \Rightarrow Ax=0$","2015"
"2015","Proving Something about Orthogonal Vectors","2015"
"2015","How to write a line as the sum of a vector and a subspace?","2015"
"2016","Linear combination of columns","2016"
"2015","What does the ""$\cdot$"" mean in an equation","2015"
"2015","Finding subsets of all the 3-dimensional vectors over finite field, such that every triple is independent","2015"
"2013","Simple matrix equation","2012"
"2014","Showing unitary similarity of these two matrices","2014"
"2011","Sum of cubes in a sequence","2011"
"2015","Understanding of the proof of ""Cayley-Hamilton thm""","2015"
"2016","linearly independent or dependent( with zero vectors )","2016"
"2011","About Invariant Factors","2011"
"2015","Subspaces in Linear Algebra","2011"
"2014","When is every matrix in the span of two matrices singular?","2014"
"2014","Show $f(W) \subset W \Rightarrow f(W^\perp) \subset W^\perp$ and $f(\langle v \rangle ) \subset \langle v \rangle \Rightarrow$ eigenvector","2014"
"2014","A question from hoffman y kunze. About Projections","2014"
"2014","Determining whether a polynomial is linear transformation.","2014"
"2013","How many row operations must for A and B to be row equivalent?","2013"
"2013","Multiplication of two projection operator is zero","2013"
"2014","Cayley-Hamilton Block Matrix","2014"
"2014","Prove that if $C=A+iB$ is invertible, then so is $A+\lambda B$ for some $\lambda$","2014"
"2015","Prove that three points define a unique parabola","2015"
"2015","Prove function space is linearly independent.","2015"
"2011","Why is the condition enough for a matrix to be diagonalizable?","2011"
"2011","Simple characterization for the ""complement"" of a kernel of a linear transformation?","2011"
"2012","$X$ is a square symm. pd matrix. Show that $(a^TXb)^2 \leq (a^TXa)(b^TXb)$ with equality iff a, b linearly dependent.","2012"
"2013","Proving this is a linear subspace","2013"
"2015","Understanding first part of dual basis proof","2015"
"2015","If $A,B \in \mathcal{M}_n$ and $AB=BA=\mathbb{O}_n$ prove that $(A+B)^ν = Α^ν + Β^ν$.","2015"
"2015","Finding a Dual Basis $B^*$","2015"
"2015","Sum of two lines through zero in $\mathbb R^{2}$ is $\mathbb R^{2}$","2015"
"2014","$A\in M_4(\mathbb{C}) \ni A^3=A^2\ne 0$ and rank$(A)=2$, $A$ is not diagonalizable also.","2014"
"2011","Inverse matrices are close iff matrices are close","2011"
"2012","Linearly independence of various sets of $2\times2$ matrices","2012"
"2012","Quadratic forms...","2012"
"2015","Inequality for $n$ vectors in $\mathbb{R}^n$","2015"
"2016","Kronecker delta - can I change one index and not another one in the same expression?","2013"
"2012","Gram Matrices Rank","2012"
"2012","linear algebra problem please help","2012"
"2015","Prove that rank $(g \circ f)\le \min[\operatorname{rank}(f),\operatorname{rank}(g)]$; $g$ and $f$ are linear mappings","2015"
"2016","Is there a general rule for how to write high order polynomials in matrix form?","2016"
"2016","Multiplication of n dimensional skew-symmetric matrix and projection matrix.","2016"
"2015","$Ax=y$ with a inequality condition Prove every $x_i$ is positive","2015"
"2016","Explain in words why $0x_1+0x_2+0x_3+0x_4=8$ has no solutions","2013"
"2013","which of the following are true regarding the positive deﬁnite ness of matrices","2013"
"2016","Checking linear dependence of two vectors in $\mathbb{R}^4$?","2016"
"2012","How do you find a basis for the set of all $3 \times 3$ matrices whose rows and columns add up to zero?","2012"
"2012","Unbounded and linear transformation","2012"
"2015","The set $S$ contains......","2015"
"2014","plot phase portrait in matlab","2014"
"2011","Do these vectors form a basis for $x_1 + 2x_2 + 3x_3 + 6x_4=0$?","2011"
"2014","Circular Matrix Linear Independence","2014"
"2013","Linear Algebra - Elementary Canonical Forms","2013"
"2014","Relation between the determinant of a linear mapping and norm of a multiplied vector","2014"
"2015","Showing two matrix norms are equivalent","2015"
"2015","Proof for $U^{\perp \perp} =U$.","2015"
"2016","Vector space of matrices","2016"
"2014","Misshap/typo in question/answer?","2014"
"2014","Is the zero matrix diagonalizable?","2014"
"2015","How do I find the inverse of T?","2015"
"2012","Linear Algebra: Projection Maps","2012"
"2015","Prove that the dimension of $V$ is even and that $L^{(\dim V)/2}=0$.","2015"
"2015","Determinant multiplication (det(ab)=det(a)det(b))","2015"
"2015","Meaning of definition of a linear subspace of $\mathrm{P}_2(x)$","2015"
"2016","Vector Space as Direct Sum of Kernels","2016"
"2013","Linear Algebra- Proof of trace property","2013"
"2016","Linear Algebra- Describe all solutions of ax=0","2016"
"2016","What are all the $A$-invariant subspaces of $\mathbb{C}^n$","2016"
"2012","Set of all Linear Transformations and Vector Spaces","2012"
"2016","If $T:V\to W$ preserves addition then is $T$ linear?","2016"
"2016","Orthogonal Basis Transformation Matrix","2016"
"2015","Is the empty set is a subspace of any vector space","2014"
"2015","How would you show that $ℝv=\{tv\mid t \in ℝ\}$ is a subspace of $ℝ^n$?","2015"
"2015","Is there such a thing as ""quadratic independence"" (and higher generalizations of linear independence)?","2014"
"2016","A further help required for what is a linear map restricted to a subspace","2016"
"2015","Question about a linear operator and its matrix being normal and self-adjoint","2015"
"2011","proving a statement on ranges of linear operators","2011"
"2014","Let $T$ be multiplication by the matrix $A$ and find basis, kernel for the range of $T$","2014"
"2014","What are the possible values of the determinant of a permutation matrix?","2014"
"2014","Which of the following statements are true regarding the eigen values of a real matrix","2014"
"2015","Assume $A$ is symmetrical. Prove that $A$ is positive definite and $B$ is non-singular if, and only if, $BA B^T$ is positive definite.","2015"
"2011","What an Hermitian power of a normal matrix say about the original matrix?","2011"
"2016","|$A$|$=0$ implies |$AB$|$=0$","2015"
"2013","What's the meaning of matrix $A*\mathrm{orth}(A^T)$?","2013"
"2014","Given a singular covariance matrix of a random vector $X=[X1,X2,X3,X4]$, how do I partition $X$ into 2 parts to get a non-singular covariance matrix?","2014"
"2016","Solving an equation with logarithms: $x^{\log_2(\sqrt{x})-1} = \sqrt{8}$","2016"
"2016","If $A$ is $3\times 3$ matrix with eigenvalues $1, -1, 0$ then what is determinant of $I+A^{100}$?","2016"
"2014","Describing a linear map geometrically","2014"
"2014","For which ${n\in{\Bbb Z}}$ does there exist a matrix $P\in{\Bbb C}^{4\times 4}$ such that $P^n=M$?","2014"
"2016","Solution to Ax=b with Least Squares","2016"
"2013","Calculate third vector given scalar product and two vectors","2013"
"2016","Find standard matrix of linear transformation","2016"
"2013","Suppose that each of the row sums of an $n\times n$ matrix $A$ is equal to zero. Show that $A$ must be singular.","2013"
"2014","Associative property in matrix multiplication","2014"
"2011","Question About Vector spaces","2011"
"2014","If a matrix $M$ is positive definite, how can I show that there exists a self adjoint matrix s.t. $M=SS^{T}$","2014"
"2014","relation between singular values and eigenvalue","2014"
